SAISON;Discipline;Rang National;Rang comité régional;Statut équipe;Sexe équipe;Arme équipe;Catégorie de classement;Département;Nom Club/Cie Ville;Score 1;Score 2;Score 3;Score Equipe
2025;3D;59;4;;X;;Double Mixte Arc Libre;44;ARCHERS DE ST HERBLAIN - ST HERBLAIN;766;733;0;749
2025;3D;73;5;;X;;Double Mixte Arc Libre;85;ARCHERS DE LA CHOUANNERIE - LES MAGNILS REIGNIERS;679;522;0;600
2025;3D;80;6;;X;;Double Mixte Arc Libre;72;ARC DU MAINE (LE MANS) - LE MANS MAINE;836;0;0;418
2025;3D;100;7;;X;;Double Mixte Arc Libre;72;ASSO NOUVELLE DES ARCHERS DE LA NATURE - LE MANS - LE MANS NATURE;613;0;0;306
2025;Nature;27;1; ;H;;Homme Equipe Parcours Nature;72;ARC DU MAINE (LE MANS) - LE MANS MAINE;1800;1780;1740;1790
2025;Nature;34;2; ;H;;Homme Equipe Parcours Nature;72;CIE ARCHERS BOIS DES VALLEES - BOULOIRE;1775;1775;1715;1775
2025;Nature;52;3; ;H;;Homme Equipe Parcours Nature;49;JEANNE D'ARC DE SAUMUR TIR A L'ARC - SAUMUR;1720;1685;1660;1702
2025;Nature;55;4; ;H;;Homme Equipe Parcours Nature;44;ARC NATURE VALLETAIS - VALLET;1705;1675;1645;1690
2025;Nature;76;5; ;H;;Homme Equipe Parcours Nature;44;ARCHERS DE ST HERBLAIN - ST HERBLAIN;1550;1515;1400;1532
2025;Nature;131;6;;H;;Homme Equipe Parcours Nature;85;ARCHERS DE GROSBREUIL - GROSBREUIL;1220;0;0;610
2025;Nature;134;7;;H;;Homme Equipe Parcours Nature;85;ARCHERS DE LA CHOUANNERIE - LES MAGNILS REIGNIERS;1185;0;0;592
2025;Nature;143;8;;H;;Homme Equipe Parcours Nature;85;LES GARNA'ARCHERS - LA GARNACHE;945;0;0;472
2025;Nature;36;1;;F;;Femme Equipe Parcours Nature;72;ASSO NOUVELLE DES ARCHERS DE LA NATURE - LE MANS - LE MANS NATURE;1120;0;0;560
2025;Nature;37;2;;F;;Femme Equipe Parcours Nature;85;ARCHERS DE LA CHOUANNERIE - LES MAGNILS REIGNIERS;1085;0;0;542
2025;Tir à 18m;;1;;;BB;Arc nu équipe tir à 18m;44;LES ARCHERS PORNICAIS - PORNIC;528;527;453;1508
2025;Tir à 18m;;2;;;BB;Arc nu équipe tir à 18m;44;ARCHERS DE L'ERDRE - CARQUEFOU;519;491;474;1484
2025;Tir à 18m;;3;;;BB;Arc nu équipe tir à 18m;44;A.S.C.E. TIR A L'ARC - LA BAULE;522;469;443;1434
2025;Tir à 18m;;4;;;BB;Arc nu équipe tir à 18m;44;ARCHERS DE LA MEE - CHATEAUBRIANT;497;455;453;1405
2025;Tir à 18m;;5;;;BB;Arc nu équipe tir à 18m;53;LES CUPIDONS MAYENNAIS - MAYENNE;482;460;450;1392
2025;Tir à 18m;;6;;;BB;Arc nu équipe tir à 18m;53;CLUB ATHLETIQUE EVRONNAIS - EVRON;501;450;435;1386
2025;Tir à 18m;;7;;;BB;Arc nu équipe tir à 18m;72;COMPAGNIE DES ARCHERS DE SILLE - SILLE LE GUILLAUME;465;437;433;1335
2025;Tir à 18m;;8;;;BB;Arc nu équipe tir à 18m;85;LES ARCHERS SABLAIS - LES SABLES D'OLONNE;466;452;388;1306
2025;Tir à 18m;;9;;;BB;Arc nu équipe tir à 18m;49;S G T A - TIR A L'ARC - ANGERS;525;418;358;1301
2025;Tir à 18m;;10;;;BB;Arc nu équipe tir à 18m;49;CIE DES ARCHERS DU S.O CANDEEN - CANDE;475;417;397;1289
2025;Tir à 18m;;11;;;BB;Arc nu équipe tir à 18m;49;LA FLECHE AU COEUR DES MAUGES - BEAUPREAU;454;402;396;1252
2025;Tir à 18m;;12;;;BB;Arc nu équipe tir à 18m;85;ST GILLES CROIX DE VIE;458;397;339;1194
2025;Tir à 18m;;13;;;BB;Arc nu équipe tir à 18m;44;ARCHERS D'ORVAULT - ORVAULT;457;357;329;1143
2025;Tir à 18m;;14;;;BB;Arc nu équipe tir à 18m;49;CHOLET TAC;399;382;348;1129
2025;Tir à 18m;;15;;;BB;Arc nu équipe tir à 18m;49;CIE DES ARCHERS DU PE - ST JEAN DE BOISEAU;457;403;267;1127
2025;Tir à 18m;;16;;;BB;Arc nu équipe tir à 18m;44;CIE LES FLECHES DONGEOISES - DONGES;472;449;183;1104
2025;Tir à 18m;;17;;;BB;Arc nu équipe tir à 18m;49;LES ARCHERS FLORENTAIS;375;366;318;1059
2025;Tir à 18m;;18;;;BB;Arc nu équipe tir à 18m;44;LES ARCHERS DES TOUCHES - LES TOUCHES;271;493;121;885
2025;Tir à 18m;;19;;;BB;Arc nu équipe tir à 18m;85;ARCHERS DE GROSBREUIL - GROSBREUIL;420;305;138;863
2025;Tir à 18m;;20;;;BB;Arc nu équipe tir à 18m;85;ARCHERS DE LA CHOUANNERIE - LES MAGNILS REIGNIERS;127;125;74;326
